Wavenumber,Polystyrene_01,Polystyrene_02,Polystyrene_03,Polystyrene_04,Polystyrene_05,Polystyrene_06,Polystyrene_07,Polystyrene_08,Polystyrene_09,Polystyrene_10,Polystyrene_11,Polystyrene_12,Polystyrene_13,Polystyrene_14,Polystyrene_15,Polystyrene_16,Polystyrene_17,Polystyrene_18,Polystyrene_19,Polystyrene_20,PMMA_01,PMMA_02,PMMA_03,PMMA_04,PMMA_05,PMMA_06,PMMA_07,PMMA_08,PMMA_09,PMMA_10,PMMA_11,PMMA_12,PMMA_13,PMMA_14,PMMA_15,PMMA_16,PMMA_17,PMMA_18,PMMA_19,PMMA_20,Polyethylene_01,Polyethylene_02,Polyethylene_03,Polyethylene_04,Polyethylene_05,Polyethylene_06,Polyethylene_07,Polyethylene_08,Polyethylene_09,Polyethylene_10,Polyethylene_11,Polyethylene_12,Polyethylene_13,Polyethylene_14,Polyethylene_15,Polyethylene_16,Polyethylene_17,Polyethylene_18,Polyethylene_19,Polyethylene_20
169.029276,0.002569,0.000000,0.000000,0.022820,0.001977,0.011948,0.000000,0.023794,0.003072,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004465,0.023649,0.000000,0.000000,0.011064,0.002547,0.040048,0.000000,0.013571,0.000000,0.000000,0.000000,0.014317,0.000000,0.029572,0.006439,0.000000,0.010627,0.000000,0.000000,0.006922,0.003595,0.009433,0.044549,0.026561,0.000000,0.019588,0.000000,0.000000,0.000000,0.015877,0.000000,0.000000,0.000000,0.018364,0.000000,0.029379,0.022768,0.009026,0.029172,0.000000,0.006008,0.002301,0.000000,0.011317
173.959938,0.000000,0.045811,0.030980,0.000000,0.019427,0.001551,0.003626,0.000000,0.009942,0.030137,0.003892,0.000000,0.000000,0.000000,0.000000,0.022946,0.000000,0.042515,0.026130,0.000000,0.000000,0.031463,0.003540,0.001671,0.010389,0.000000,0.000000,0.000000,0.015836,0.000000,0.000630,0.000000,0.010276,0.015299,0.007407,0.017656,0.009129,0.000000,0.000000,0.004405,0.029787,0.018589,0.000000,0.000000,0.028073,0.025337,0.000000,0.011441,0.000000,0.000000,0.024849,0.030523,0.000000,0.000000,0.000000,0.008857,0.015912,0.015125,0.025709,0.000000
178.890601,0.000000,0.017443,0.000000,0.000000,0.019819,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030817,0.001333,0.000000,0.000000,0.005967,0.000000,0.033518,0.009341,0.000000,0.000000,0.035615,0.029098,0.000000,0.000000,0.000000,0.010573,0.034803,0.000000,0.011627,0.011544,0.009128,0.000000,0.000000,0.034130,0.021951,0.000000,0.000000,0.012813,0.007205,0.003296,0.036689,0.000000,0.000000,0.018668,0.009035,0.008953,0.000000,0.031019,0.000000,0.000000,0.015250,0.005937,0.030970,0.000000,0.008538,0.015239,0.000000,0.012976
183.821263,0.000000,0.000000,0.000000,0.000452,0.000000,0.007442,0.000000,0.024931,0.000000,0.014127,0.001630,0.000986,0.000000,0.000000,0.024589,0.000000,0.019349,0.000000,0.004551,0.019017,0.000000,0.000000,0.000000,0.002049,0.000000,0.000000,0.000000,0.029986,0.004701,0.012009,0.000410,0.000000,0.002383,0.005611,0.019363,0.031493,0.012257,0.000000,0.000000,0.031581,0.029992,0.008123,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002376,0.006017,0.016725,0.001577,0.000000,0.004653,0.000000,0.000000,0.008795,0.002463,0.000000,0.000000
188.751926,0.000000,0.013078,0.000000,0.008069,0.013198,0.002033,0.000000,0.032379,0.000000,0.005565,0.000000,0.000000,0.027209,0.005217,0.008269,0.000549,0.000000,0.000000,0.000000,0.007370,0.008185,0.000000,0.000000,0.003729,0.003800,0.000000,0.006922,0.006322,0.000000,0.056297,0.022348,0.000000,0.000000,0.000000,0.037882,0.002613,0.017459,0.000000,0.000000,0.025568,0.000000,0.000000,0.010220,0.019077,0.002584,0.004370,0.017883,0.004323,0.020257,0.000000,0.000000,0.011142,0.000000,0.000000,0.000000,0.000000,0.029134,0.000000,0.010992,0.013203
193.682589,0.019788,0.037306,0.006296,0.000000,0.000000,0.008120,0.008759,0.000000,0.005032,0.023888,0.000000,0.001046,0.000000,0.000154,0.016012,0.000000,0.000000,0.027348,0.031590,0.033840,0.016599,0.000000,0.000000,0.003858,0.028594,0.029769,0.016017,0.002579,0.000000,0.009537,0.012792,0.000063,0.000000,0.001822,0.007986,0.000000,0.000000,0.038051,0.000000,0.037093,0.000000,0.007129,0.000000,0.035137,0.010285,0.000000,0.000000,0.000000,0.000000,0.000000,0.005257,0.027619,0.000000,0.000000,0.002433,0.027391,0.000000,0.007330,0.000000,0.000000
198.613251,0.000000,0.000000,0.005758,0.017427,0.042350,0.020466,0.006713,0.000000,0.000000,0.008784,0.010210,0.000000,0.003183,0.000000,0.000000,0.041052,0.048162,0.000000,0.009769,0.007973,0.000000,0.015194,0.007203,0.000000,0.000000,0.000000,0.013625,0.000000,0.011844,0.000026,0.005183,0.000000,0.000000,0.001846,0.000000,0.021351,0.000000,0.002701,0.000710,0.000000,0.000000,0.000000,0.048712,0.000000,0.000000,0.000000,0.034840,0.000000,0.025749,0.000000,0.005829,0.013617,0.000000,0.000000,0.000000,0.027243,0.000000,0.013254,0.003157,0.000000
203.543914,0.000171,0.000000,0.000000,0.024323,0.022832,0.018339,0.016307,0.004466,0.000000,0.021442,0.028046,0.030957,0.041627,0.000000,0.000000,0.017679,0.000000,0.015240,0.000000,0.000000,0.010676,0.000000,0.000000,0.010642,0.027596,0.000000,0.004733,0.022217,0.000000,0.023983,0.000000,0.004827,0.000000,0.000000,0.005153,0.002972,0.007097,0.002683,0.000000,0.029377,0.000000,0.000000,0.002799,0.025147,0.004125,0.007334,0.000621,0.000000,0.004817,0.028265,0.006295,0.000000,0.010563,0.000000,0.000000,0.000118,0.016874,0.021815,0.009246,0.004176
208.474576,0.016709,0.022120,0.000000,0.000000,0.000000,0.007443,0.023664,0.022295,0.017208,0.002053,0.000000,0.000000,0.000000,0.014706,0.018977,0.005090,0.000000,0.000000,0.000000,0.000000,0.018849,0.000000,0.008973,0.000000,0.004055,0.022284,0.010095,0.000000,0.018224,0.000000,0.013190,0.000000,0.041101,0.000000,0.022287,0.014783,0.004152,0.020219,0.000000,0.000000,0.000000,0.004458,0.000000,0.000000,0.017407,0.021808,0.000000,0.017941,0.000000,0.000437,0.000000,0.000000,0.000000,0.000000,0.044387,0.006486,0.000000,0.000000,0.043351,0.005579
213.405239,0.000000,0.009211,0.009917,0.000000,0.000000,0.005695,0.009189,0.000000,0.009276,0.020060,0.017036,0.000000,0.000000,0.010252,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.021984,0.000000,0.014657,0.000000,0.000000,0.011101,0.000000,0.000000,0.006192,0.000000,0.000000,0.035641,0.000000,0.000000,0.024179,0.000000,0.009413,0.004820,0.004884,0.000000,0.000000,0.019693,0.000000,0.000000,0.002267,0.000000,0.014166,0.007102,0.000000,0.002715,0.000000,0.013837,0.039329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019167
218.335901,0.000000,0.012411,0.010693,0.006891,0.008334,0.000000,0.000000,0.011983,0.016172,0.008809,0.002837,0.000489,0.024941,0.000000,0.007701,0.017747,0.000000,0.005575,0.041652,0.000000,0.006819,0.013346,0.000000,0.042480,0.010973,0.005149,0.000000,0.000010,0.017001,0.000000,0.017732,0.000000,0.000000,0.001066,0.000000,0.016347,0.000000,0.000000,0.000000,0.004479,0.024632,0.000000,0.007138,0.000000,0.000000,0.014291,0.005570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019402,0.000000,0.000000,0.000426,0.006488,0.002487,0.000000
223.266564,0.002876,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.041348,0.000854,0.000000,0.004870,0.008646,0.002810,0.013376,0.000000,0.004410,0.000000,0.011578,0.011793,0.017984,0.000000,0.000000,0.000000,0.000000,0.011123,0.000000,0.000000,0.024866,0.021156,0.000000,0.000000,0.014635,0.007193,0.000000,0.003995,0.002143,0.000000,0.002369,0.010963,0.000000,0.019569,0.000000,0.015309,0.007325,0.000000,0.017886,0.000000,0.028884,0.049980,0.005596,0.004721,0.023512,0.000000,0.035954,0.033342,0.001729,0.000000,0.006010
228.197227,0.002069,0.034985,0.011522,0.000000,0.000000,0.004076,0.000000,0.043396,0.010598,0.000000,0.040546,0.001205,0.000000,0.006804,0.000000,0.000000,0.000000,0.000000,0.054580,0.006772,0.000000,0.001513,0.000000,0.002444,0.020956,0.000000,0.009752,0.018022,0.000000,0.000000,0.017631,0.010697,0.000000,0.028287,0.000000,0.004198,0.000000,0.009718,0.017904,0.000653,0.000000,0.000000,0.000000,0.000000,0.004465,0.000000,0.036833,0.000000,0.000000,0.000000,0.024770,0.001662,0.000000,0.011024,0.018814,0.006057,0.000000,0.004452,0.000000,0.000000
233.127889,0.000000,0.031133,0.010625,0.015200,0.015149,0.000000,0.000000,0.008294,0.000000,0.024277,0.000000,0.000000,0.001337,0.001026,0.002854,0.000000,0.001856,0.000000,0.001284,0.031305,0.000000,0.000000,0.001924,0.005575,0.000000,0.001433,0.037657,0.000000,0.000000,0.000000,0.000000,0.002584,0.030004,0.000000,0.000000,0.000000,0.002999,0.005101,0.000000,0.006479,0.000000,0.052353,0.013348,0.000000,0.000000,0.052749,0.000000,0.025895,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015484,0.000000,0.001024,0.000000,0.013546,0.000000
238.058552,0.002357,0.010558,0.000000,0.003468,0.003089,0.001870,0.005109,0.000000,0.000000,0.011201,0.000000,0.018356,0.000000,0.000000,0.000000,0.000000,0.002026,0.000000,0.000000,0.015031,0.009381,0.003395,0.000000,0.002652,0.016689,0.013521,0.000000,0.009927,0.008160,0.015508,0.008895,0.008508,0.000000,0.008633,0.006337,0.037297,0.000093,0.021175,0.000000,0.027793,0.022149,0.000000,0.006566,0.000000,0.000000,0.000000,0.011859,0.000000,0.000000,0.007190,0.000000,0.042230,0.000472,0.000000,0.000000,0.000000,0.000000,0.001301,0.021426,0.029703
242.989214,0.025479,0.012700,0.000000,0.000000,0.000000,0.000000,0.004276,0.000000,0.000000,0.006073,0.000000,0.000000,0.004152,0.000000,0.005251,0.000135,0.012309,0.018928,0.025849,0.027184,0.000000,0.037989,0.000000,0.000404,0.000000,0.002721,0.000000,0.000000,0.000000,0.003528,0.007721,0.000000,0.009877,0.000000,0.011121,0.000000,0.000000,0.017933,0.003847,0.000000,0.000000,0.011488,0.005232,0.006293,0.034548,0.022092,0.050704,0.028107,0.031425,0.000000,0.000000,0.003757,0.000000,0.028492,0.000000,0.007768,0.012223,0.001290,0.015495,0.000000
247.919877,0.000000,0.000000,0.007834,0.038753,0.018964,0.027735,0.000388,0.019746,0.022427,0.000000,0.000000,0.000000,0.028414,0.000000,0.000000,0.017897,0.000000,0.009947,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005104,0.018114,0.005185,0.000000,0.013504,0.022570,0.016584,0.017582,0.000000,0.001066,0.000000,0.000000,0.007223,0.011657,0.000000,0.000000,0.000000,0.000000,0.000000,0.047957,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030471,0.039436,0.043444,0.004502,0.000000,0.011328,0.007080,0.000000,0.000000,0.013565
252.850539,0.016555,0.011884,0.000000,0.003233,0.000000,0.038857,0.000000,0.012991,0.015542,0.011063,0.000000,0.000000,0.000000,0.028735,0.000000,0.020463,0.000000,0.005980,0.008534,0.000000,0.003759,0.000000,0.000000,0.036214,0.011924,0.000000,0.000000,0.000686,0.000000,0.000000,0.000000,0.006780,0.023852,0.006362,0.000000,0.024176,0.000000,0.000000,0.000000,0.000000,0.000000,0.004007,0.008368,0.000000,0.011078,0.007235,0.000000,0.000000,0.004717,0.000000,0.015141,0.020427,0.000000,0.000000,0.000000,0.000000,0.001074,0.020816,0.015869,0.001846
257.781202,0.003268,0.000000,0.000000,0.000000,0.007094,0.000000,0.011677,0.000000,0.000000,0.000000,0.069764,0.006808,0.004583,0.000000,0.026027,0.012582,0.017119,0.010570,0.000000,0.012782,0.000000,0.010108,0.016395,0.000000,0.000000,0.016069,0.000000,0.000000,0.000000,0.000000,0.000000,0.024338,0.016360,0.014494,0.000000,0.018808,0.001179,0.003345,0.000759,0.006554,0.000000,0.000000,0.021610,0.029524,0.000000,0.016574,0.010134,0.006620,0.002688,0.000000,0.000000,0.019830,0.000000,0.000000,0.007810,0.000000,0.000000,0.000000,0.000000,0.000000
262.711864,0.000000,0.008238,0.000000,0.002598,0.000000,0.007330,0.004087,0.004738,0.000000,0.000000,0.008057,0.000000,0.023408,0.000000,0.000000,0.017206,0.000000,0.000000,0.000000,0.002114,0.001307,0.004399,0.030153,0.000000,0.011012,0.000000,0.023631,0.000000,0.000000,0.000000,0.000088,0.000000,0.002814,0.007892,0.000000,0.025991,0.014457,0.037166,0.012305,0.003354,0.009438,0.000000,0.001269,0.000000,0.000000,0.001548,0.000000,0.000000,0.006741,0.010591,0.000000,0.000000,0.001956,0.040198,0.006208,0.012869,0.000000,0.000000,0.000000,0.016794
267.642527,0.037194,0.012723,0.013941,0.000000,0.000000,0.000000,0.005707,0.000000,0.000944,0.015998,0.033954,0.022224,0.037295,0.000000,0.000000,0.000000,0.025144,0.010442,0.000000,0.011773,0.000000,0.023474,0.000000,0.027089,0.000000,0.001787,0.033282,0.000000,0.000000,0.000000,0.025990,0.005156,0.000000,0.000573,0.033008,0.000000,0.029431,0.000000,0.000000,0.008267,0.016682,0.016759,0.000000,0.000000,0.000841,0.000805,0.021755,0.019897,0.005930,0.000000,0.000000,0.000000,0.000000,0.012167,0.025186,0.002927,0.000000,0.000000,0.000000,0.015334
272.573190,0.014940,0.000000,0.028861,0.000000,0.010491,0.022859,0.005907,0.000000,0.000000,0.000000,0.025155,0.000000,0.000000,0.000000,0.018584,0.000000,0.008288,0.000000,0.005869,0.004989,0.003800,0.024969,0.000000,0.010271,0.018682,0.000000,0.006694,0.040479,0.000000,0.000000,0.000000,0.000000,0.015280,0.027729,0.000000,0.008343,0.009170,0.022912,0.000000,0.034714,0.006799,0.034553,0.052320,0.018730,0.000000,0.023182,0.000000,0.015949,0.000000,0.010350,0.000000,0.002415,0.000000,0.004699,0.000000,0.000000,0.000000,0.000965,0.000000,0.016586
277.503852,0.000000,0.000000,0.000000,0.007798,0.000000,0.007960,0.000000,0.000000,0.030608,0.029163,0.000000,0.000000,0.007613,0.005916,0.000000,0.024431,0.000000,0.000000,0.000000,0.000000,0.000940,0.036758,0.006059,0.000000,0.000000,0.013099,0.000000,0.015166,0.000000,0.000000,0.017321,0.007828,0.018655,0.005837,0.012481,0.025146,0.016746,0.010882,0.012989,0.002152,0.000000,0.006483,0.014087,0.009703,0.015094,0.020573,0.028060,0.000000,0.000000,0.008874,0.000000,0.000000,0.000000,0.002806,0.030682,0.005141,0.009010,0.000000,0.010399,0.029532
282.434515,0.002628,0.007096,0.047474,0.000000,0.036506,0.001525,0.000000,0.000000,0.000000,0.000000,0.010671,0.000788,0.000000,0.000000,0.000000,0.010297,0.012705,0.000000,0.000000,0.031190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004767,0.013553,0.000218,0.016702,0.004265,0.000000,0.013059,0.000974,0.003733,0.000000,0.012479,0.000000,0.000000,0.000000,0.024695,0.014469,0.013510,0.021751,0.020383,0.045124,0.024502,0.000000,0.000000,0.013548,0.000000,0.000000,0.000000,0.000000,0.021445,0.002168,0.000000,0.000000,0.000000,0.000000
287.365177,0.011701,0.000000,0.000000,0.000000,0.000000,0.000000,0.009222,0.000000,0.000000,0.007909,0.031950,0.000000,0.000000,0.000000,0.000403,0.000000,0.000000,0.005850,0.010713,0.021081,0.000000,0.012836,0.000000,0.000000,0.000000,0.012894,0.000000,0.000000,0.000000,0.000000,0.035688,0.015260,0.000000,0.020560,0.001927,0.008701,0.032450,0.002860,0.000000,0.009270,0.022719,0.006731,0.000000,0.024559,0.016102,0.006172,0.000000,0.001662,0.000000,0.012935,0.000000,0.041216,0.000000,0.016822,0.016824,0.000000,0.026404,0.000000,0.003738,0.003145
292.295840,0.000000,0.000000,0.017681,0.030951,0.038207,0.002408,0.007892,0.000000,0.000000,0.004828,0.005341,0.005833,0.000000,0.011674,0.017825,0.011295,0.007684,0.003731,0.000000,0.000000,0.000000,0.000000,0.005475,0.047940,0.000000,0.000000,0.000000,0.016626,0.014708,0.000000,0.007521,0.000000,0.012588,0.000000,0.000000,0.000000,0.040362,0.013926,0.013913,0.033542,0.015338,0.000000,0.021498,0.000000,0.000000,0.000000,0.000000,0.032819,0.000000,0.020645,0.000000,0.043522,0.006062,0.012704,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
297.226502,0.013681,0.000000,0.022682,0.016406,0.000000,0.000000,0.000000,0.010698,0.001006,0.011098,0.006038,0.000000,0.000000,0.000410,0.007669,0.017517,0.025698,0.021194,0.000000,0.000000,0.000000,0.019224,0.026798,0.009316,0.000000,0.005242,0.014772,0.022991,0.000000,0.010176,0.000000,0.016682,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012710,0.036480,0.044123,0.005143,0.000000,0.000000,0.000000,0.000000,0.025189,0.001170,0.001861,0.000000,0.004052,0.011885,0.002225,0.026518,0.012961,0.007777,0.007601,0.000000,0.000000,0.000000
302.157165,0.000225,0.000000,0.018172,0.015406,0.013419,0.012303,0.000000,0.015607,0.003220,0.000000,0.011341,0.000000,0.000000,0.000000,0.031867,0.015232,0.042122,0.000000,0.000000,0.000952,0.000000,0.005454,0.022936,0.000000,0.014161,0.023755,0.006420,0.014132,0.000000,0.021195,0.000000,0.010590,0.005791,0.026031,0.000000,0.026405,0.014632,0.006198,0.017299,0.000754,0.000000,0.021373,0.023404,0.012128,0.000000,0.010223,0.000000,0.020384,0.001638,0.000000,0.000000,0.004269,0.000880,0.000000,0.000000,0.000000,0.027580,0.033590,0.011923,0.000000
