Wavenumber,Silicon_01,Silicon_02,Silicon_03,Silicon_04,Silicon_05,Silicon_06,Silicon_07,Silicon_08,Silicon_09,Silicon_10,Silicon_11,Silicon_12,Silicon_13,Silicon_14,Silicon_15,Silicon_16,Silicon_17,Silicon_18,Silicon_19,Silicon_20,Diamond_01,Diamond_02,Diamond_03,Diamond_04,Diamond_05,Diamond_06,Diamond_07,Diamond_08,Diamond_09,Diamond_10,Diamond_11,Diamond_12,Diamond_13,Diamond_14,Diamond_15,Diamond_16,Diamond_17,Diamond_18,Diamond_19,Diamond_20,Graphene_01,Graphene_02,Graphene_03,Graphene_04,Graphene_05,Graphene_06,Graphene_07,Graphene_08,Graphene_09,Graphene_10,Graphene_11,Graphene_12,Graphene_13,Graphene_14,Graphene_15,Graphene_16,Graphene_17,Graphene_18,Graphene_19,Graphene_20
149.306626,0.000000,0.001828,0.004483,0.016636,0.008466,0.012725,0.000000,0.000000,0.003437,0.020066,0.000000,0.000000,0.018373,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.008757,0.006441,0.017321,0.000000,0.016991,0.022356,0.029566,0.000000,0.000000,0.000000,0.014087,0.006662,0.022441,0.017148,0.000000,0.026269,0.000000,0.002524,0.010037,0.000000,0.000000,0.000000,0.017340,0.000000,0.000000,0.000000,0.016931,0.000000,0.020524,0.000000,0.005370,0.018989,0.000000,0.019156,0.000000,0.020329,0.000000,0.019612,0.015983
154.237288,0.000127,0.004690,0.028528,0.000000,0.005875,0.000000,0.000000,0.033703,0.000000,0.022727,0.021469,0.000000,0.016104,0.000000,0.000000,0.005847,0.000000,0.000000,0.001786,0.000000,0.000000,0.000000,0.012842,0.000000,0.000000,0.024378,0.000000,0.000000,0.000000,0.033695,0.000000,0.005479,0.003135,0.009902,0.023883,0.008280,0.017342,0.010470,0.013758,0.013107,0.004017,0.008756,0.002445,0.005884,0.024052,0.012180,0.007477,0.011098,0.000000,0.050326,0.000000,0.000000,0.004805,0.012876,0.020422,0.000000,0.000000,0.000594,0.008171,0.012082
159.167951,0.013221,0.028413,0.005769,0.000000,0.020201,0.024415,0.000000,0.000809,0.002384,0.014117,0.000000,0.000000,0.009194,0.000000,0.000000,0.000000,0.000000,0.008834,0.000000,0.030599,0.005083,0.018257,0.031445,0.014278,0.000000,0.009880,0.000000,0.004969,0.000000,0.000000,0.017560,0.004049,0.006259,0.000000,0.000000,0.000000,0.023364,0.018662,0.000000,0.022284,0.000000,0.000000,0.012150,0.000103,0.000000,0.000447,0.000000,0.000000,0.025562,0.000000,0.011950,0.000000,0.027559,0.019484,0.000000,0.016765,0.010103,0.004252,0.000000,0.000000
164.098613,0.000000,0.000000,0.005280,0.011491,0.000000,0.000000,0.038271,0.004414,0.025121,0.000000,0.011402,0.000000,0.000000,0.003446,0.016691,0.023303,0.000000,0.025032,0.000000,0.005131,0.016751,0.000000,0.000000,0.000000,0.017980,0.000000,0.000000,0.002926,0.003731,0.026871,0.000024,0.000000,0.000000,0.001052,0.004478,0.000000,0.000000,0.021296,0.000000,0.006357,0.000000,0.003577,0.009285,0.011294,0.029771,0.000000,0.000000,0.011181,0.000000,0.000000,0.006587,0.012986,0.000000,0.000000,0.000000,0.001455,0.012969,0.000000,0.000000,0.010213
169.029276,0.000000,0.000000,0.000000,0.014813,0.000000,0.019238,0.001462,0.000000,0.000000,0.046509,0.000000,0.000000,0.000000,0.020481,0.003824,0.026520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013687,0.000000,0.008228,0.012159,0.020293,0.001018,0.011427,0.000000,0.003290,0.000000,0.011661,0.000000,0.022990,0.000000,0.019318,0.021006,0.000000,0.023624,0.023737,0.022435,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015461,0.004523,0.021895,0.000000,0.013846,0.000000,0.013202,0.013897,0.000000,0.000000,0.000000,0.032534
173.959938,0.000000,0.003097,0.026488,0.000000,0.005316,0.000000,0.004835,0.000000,0.004045,0.000000,0.000000,0.006277,0.018451,0.000000,0.000000,0.042788,0.002097,0.022004,0.000000,0.000000,0.000000,0.000000,0.005712,0.000000,0.025181,0.000792,0.012807,0.015782,0.000000,0.000000,0.017888,0.000000,0.019253,0.000000,0.003841,0.000000,0.000000,0.000000,0.000000,0.015596,0.016102,0.000000,0.011771,0.000878,0.000000,0.000000,0.014753,0.000000,0.000000,0.005219,0.000000,0.012559,0.012851,0.000000,0.022067,0.011145,0.000000,0.007617,0.044037,0.029681
178.890601,0.000000,0.009181,0.033298,0.000984,0.009269,0.000000,0.000000,0.000000,0.000000,0.000000,0.007936,0.000000,0.014744,0.008765,0.000000,0.014984,0.006204,0.000000,0.033479,0.000000,0.019901,0.009120,0.000000,0.021614,0.000000,0.044394,0.014957,0.000000,0.000000,0.000000,0.000000,0.018960,0.000000,0.000000,0.000000,0.000000,0.000000,0.011698,0.009620,0.000000,0.000000,0.035968,0.000000,0.023148,0.000000,0.003807,0.000000,0.000200,0.000000,0.014689,0.000502,0.007408,0.000000,0.000000,0.010929,0.000000,0.006392,0.003811,0.000000,0.000000
183.821263,0.000000,0.000000,0.001329,0.000000,0.039296,0.000000,0.019682,0.000000,0.000000,0.000000,0.006092,0.000000,0.009263,0.000000,0.000000,0.016951,0.012315,0.000000,0.000000,0.004595,0.014670,0.014235,0.000000,0.000000,0.000000,0.000000,0.000113,0.000000,0.023153,0.006166,0.005928,0.008590,0.001005,0.000000,0.000000,0.000000,0.016117,0.016079,0.003634,0.000000,0.000000,0.000000,0.000000,0.031704,0.000000,0.000000,0.000000,0.004146,0.000000,0.011166,0.000000,0.032754,0.000927,0.000000,0.000000,0.000000,0.000000,0.000725,0.001854,0.006793
188.751926,0.000000,0.000000,0.000000,0.031658,0.012302,0.000000,0.000000,0.000000,0.012383,0.025065,0.000000,0.000000,0.000000,0.004851,0.025023,0.000000,0.029030,0.000000,0.000000,0.019762,0.018951,0.006264,0.023620,0.000000,0.000000,0.031454,0.016725,0.021571,0.007972,0.018096,0.023821,0.007421,0.015704,0.002137,0.000000,0.049277,0.004321,0.008932,0.020792,0.023036,0.000000,0.000000,0.000000,0.011558,0.028897,0.016028,0.005699,0.014844,0.000000,0.030546,0.008685,0.000000,0.000000,0.000000,0.000000,0.005502,0.000000,0.000000,0.019158,0.024111
193.682589,0.000000,0.000000,0.000000,0.011912,0.000000,0.000000,0.001005,0.013292,0.001371,0.009422,0.000000,0.001710,0.007520,0.000000,0.000000,0.003604,0.015429,0.031526,0.000000,0.000000,0.000000,0.006994,0.006823,0.000000,0.003654,0.016378,0.023895,0.000000,0.016446,0.000000,0.033115,0.000000,0.020342,0.004265,0.017640,0.000000,0.000000,0.000000,0.000000,0.012891,0.000000,0.012911,0.000000,0.026843,0.028467,0.000000,0.000000,0.000865,0.000000,0.035791,0.000000,0.033431,0.000000,0.020186,0.028267,0.001105,0.000000,0.002364,0.000000,0.017417
198.613251,0.006005,0.013277,0.016846,0.000000,0.015839,0.022558,0.040271,0.000000,0.000000,0.017422,0.005698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011587,0.000000,0.000000,0.000000,0.000000,0.009429,0.009939,0.012739,0.000000,0.000000,0.017238,0.013725,0.022168,0.007211,0.043972,0.000000,0.011842,0.017210,0.000000,0.004881,0.000000,0.007031,0.000000,0.000000,0.000000,0.024824,0.006103,0.029204,0.021222,0.000000,0.013614,0.024889,0.001834,0.000000,0.007112,0.015965,0.028972,0.008140,0.000000,0.013805,0.000000
203.543914,0.003996,0.000000,0.049631,0.000303,0.000000,0.025095,0.000000,0.000000,0.000000,0.003100,0.000000,0.019657,0.000000,0.000000,0.009097,0.018565,0.002501,0.014764,0.000000,0.000000,0.004049,0.004152,0.002776,0.018186,0.032864,0.001007,0.000000,0.011286,0.000000,0.000000,0.000000,0.000000,0.006067,0.000000,0.005364,0.000000,0.026320,0.004502,0.000000,0.000000,0.000000,0.013618,0.013989,0.004332,0.030775,0.030057,0.000000,0.005931,0.019336,0.000000,0.000000,0.007028,0.000000,0.000000,0.000000,0.009205,0.000000,0.000000,0.000000,0.008093
208.474576,0.000000,0.000000,0.013943,0.013082,0.000000,0.005954,0.000908,0.000000,0.058691,0.000288,0.006793,0.000000,0.000000,0.000000,0.000606,0.000000,0.011656,0.000000,0.002763,0.021309,0.007810,0.022533,0.018650,0.040506,0.013863,0.000000,0.000000,0.000000,0.000000,0.000000,0.018827,0.000000,0.009865,0.002160,0.004156,0.050152,0.013871,0.000000,0.000000,0.021070,0.000000,0.000000,0.021012,0.001613,0.021637,0.009792,0.000000,0.000000,0.003814,0.000000,0.027261,0.015808,0.007821,0.017674,0.000000,0.004571,0.000000,0.003896,0.009259,0.009410
213.405239,0.000000,0.005312,0.023826,0.008877,0.048486,0.000000,0.012725,0.023678,0.000000,0.004696,0.000000,0.000000,0.005187,0.003787,0.004546,0.000000,0.000000,0.002941,0.000000,0.025273,0.000000,0.000000,0.002757,0.024984,0.004164,0.000000,0.000000,0.000000,0.018525,0.000000,0.034939,0.016964,0.000000,0.000000,0.000172,0.000000,0.023738,0.017934,0.010217,0.003295,0.026838,0.012530,0.009941,0.000000,0.000000,0.050432,0.007119,0.008557,0.000457,0.004685,0.028202,0.041815,0.002175,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
218.335901,0.000000,0.012693,0.010882,0.033182,0.007452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013649,0.000000,0.025084,0.011056,0.000000,0.005990,0.000000,0.010390,0.029931,0.010232,0.025715,0.000000,0.005886,0.011127,0.000000,0.029353,0.000000,0.000000,0.007229,0.000000,0.014191,0.000000,0.016769,0.000000,0.000000,0.000000,0.000000,0.004675,0.000000,0.011652,0.011271,0.003427,0.007826,0.000000,0.000064,0.000000,0.000000,0.018610,0.003333,0.008539,0.000571,0.000000,0.000000,0.008691,0.010643,0.005110
223.266564,0.000516,0.000000,0.000000,0.024968,0.014521,0.000000,0.001087,0.000000,0.000000,0.019532,0.000000,0.000000,0.017649,0.000000,0.006386,0.000000,0.017268,0.000305,0.000000,0.013447,0.017844,0.014350,0.000000,0.014708,0.000000,0.039657,0.000000,0.000000,0.000000,0.003447,0.000000,0.011772,0.000000,0.000000,0.000000,0.003346,0.016693,0.011729,0.011333,0.008322,0.000000,0.007240,0.015441,0.036643,0.000000,0.006997,0.008431,0.015330,0.020932,0.023453,0.006560,0.033970,0.000000,0.000000,0.000000,0.013399,0.018473,0.000000,0.000000,0.005075
228.197227,0.003483,0.010652,0.025276,0.000000,0.011861,0.027394,0.017999,0.000000,0.000000,0.018121,0.000000,0.000000,0.013528,0.011346,0.016117,0.010710,0.000000,0.000000,0.003266,0.000266,0.000000,0.000000,0.000000,0.000000,0.000000,0.019910,0.000000,0.000000,0.000000,0.005639,0.000000,0.027966,0.000000,0.001725,0.024444,0.021445,0.000000,0.000000,0.000000,0.018071,0.000000,0.019935,0.019740,0.011526,0.014727,0.012190,0.008626,0.000000,0.000701,0.013960,0.012442,0.001811,0.006582,0.007365,0.015591,0.000000,0.007435,0.010491,0.003218,0.000000
233.127889,0.000000,0.000000,0.000000,0.000000,0.034400,0.006954,0.004227,0.015786,0.000000,0.000000,0.000000,0.021006,0.000000,0.000000,0.000000,0.000000,0.000000,0.004204,0.000000,0.000000,0.000000,0.005965,0.000000,0.000000,0.013375,0.015230,0.001865,0.000000,0.023637,0.000000,0.000000,0.014569,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012098,0.000000,0.000000,0.000000,0.022483,0.000000,0.022059,0.041496,0.000000,0.014855,0.006785,0.001511,0.013359,0.000000,0.020956,0.000000,0.000000,0.024098,0.000000,0.008975,0.000000
238.058552,0.000000,0.000000,0.000000,0.000000,0.006962,0.010123,0.007432,0.000000,0.000000,0.001539,0.008095,0.004263,0.033569,0.003636,0.001759,0.006454,0.070822,0.015593,0.000000,0.000000,0.000000,0.005686,0.000000,0.000000,0.004373,0.009717,0.000000,0.000000,0.001432,0.003214,0.000000,0.000000,0.000000,0.013602,0.018036,0.000000,0.000000,0.000000,0.000000,0.000000,0.039424,0.000000,0.000000,0.027238,0.000000,0.015262,0.000000,0.018491,0.000000,0.002413,0.012783,0.016613,0.000000,0.000000,0.000000,0.012794,0.000000,0.001901,0.012064,0.000000
242.989214,0.000000,0.000000,0.006374,0.004796,0.023833,0.000000,0.000000,0.003623,0.000000,0.007201,0.000000,0.000000,0.000000,0.006368,0.000000,0.000000,0.016256,0.024763,0.021237,0.006336,0.000000,0.000000,0.000000,0.027061,0.003560,0.000000,0.000000,0.002398,0.005186,0.005216,0.000000,0.000000,0.007816,0.008294,0.000000,0.028292,0.000000,0.000000,0.000000,0.000000,0.009806,0.022948,0.000000,0.026359,0.000000,0.001062,0.009351,0.000000,0.032599,0.019089,0.000000,0.000000,0.007806,0.011052,0.020346,0.010964,0.000000,0.000000,0.018233,0.030424
247.919877,0.000000,0.022304,0.017295,0.003035,0.000000,0.000000,0.006489,0.000000,0.010917,0.030113,0.010640,0.018428,0.008807,0.000000,0.002621,0.027976,0.018115,0.008287,0.009485,0.000000,0.002670,0.044259,0.023355,0.000000,0.018260,0.000000,0.017839,0.000000,0.003122,0.029073,0.000000,0.000000,0.014409,0.000000,0.004989,0.011977,0.000000,0.017151,0.000000,0.000000,0.016495,0.025088,0.037167,0.003997,0.009744,0.000000,0.001358,0.008899,0.000000,0.000000,0.019923,0.005012,0.006956,0.000000,0.001126,0.000000,0.031783,0.031254,0.000000,0.007912
252.850539,0.020818,0.001510,0.008937,0.048991,0.000000,0.000000,0.001840,0.020764,0.000000,0.009670,0.020542,0.000000,0.020175,0.000000,0.000070,0.000000,0.033954,0.000000,0.006754,0.000000,0.000000,0.000000,0.032043,0.000000,0.000000,0.005598,0.009767,0.032512,0.000251,0.000000,0.000000,0.009106,0.009159,0.000946,0.000000,0.000000,0.000000,0.016627,0.000000,0.000000,0.017489,0.015982,0.000000,0.000000,0.019069,0.000000,0.000000,0.000000,0.000000,0.000000,0.007194,0.004611,0.010143,0.000000,0.021102,0.002023,0.008037,0.001220,0.033701,0.020408
257.781202,0.000000,0.000000,0.008461,0.002096,0.027792,0.000000,0.027055,0.006800,0.000000,0.002705,0.003689,0.012025,0.023753,0.000000,0.000000,0.021040,0.018931,0.000000,0.006779,0.000000,0.000000,0.031847,0.012787,0.000000,0.000000,0.024332,0.014871,0.013770,0.000000,0.000000,0.009957,0.018803,0.003059,0.006292,0.029614,0.000000,0.001992,0.024589,0.009609,0.005398,0.039352,0.000000,0.000000,0.023344,0.000000,0.001763,0.000000,0.013328,0.000000,0.000000,0.000000,0.011277,0.008053,0.000000,0.005229,0.000000,0.000000,0.011462,0.000000,0.009598
262.711864,0.001250,0.000000,0.000000,0.000000,0.028729,0.008217,0.013932,0.009652,0.000000,0.000000,0.000000,0.001286,0.000000,0.000000,0.000000,0.041611,0.004764,0.017452,0.000000,0.000000,0.025185,0.020749,0.005035,0.005023,0.008379,0.000000,0.017172,0.004229,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015965,0.000000,0.045324,0.000000,0.006782,0.014992,0.018578,0.006172,0.000000,0.000000,0.011938,0.017883,0.000000,0.000000,0.030014,0.000000,0.000000,0.016574,0.001150,0.015759,0.000000,0.004158,0.021193
267.642527,0.017813,0.000000,0.000000,0.000000,0.011443,0.003339,0.000000,0.022008,0.000000,0.000000,0.000000,0.000000,0.018795,0.038743,0.017666,0.000000,0.013884,0.000000,0.019876,0.000000,0.005758,0.000000,0.000000,0.000000,0.013294,0.008504,0.026173,0.005852,0.031090,0.000000,0.005514,0.009894,0.011205,0.000000,0.000000,0.002965,0.000000,0.000000,0.008163,0.046533,0.015642,0.000000,0.000000,0.000000,0.007578,0.000000,0.000000,0.000000,0.029958,0.000000,0.017071,0.013072,0.000000,0.000000,0.029405,0.020154,0.009329,0.007103,0.020495,0.000000
272.573190,0.000000,0.014873,0.002752,0.002400,0.006388,0.000000,0.000000,0.000000,0.016650,0.000000,0.017544,0.014481,0.022749,0.032221,0.000000,0.000000,0.000000,0.011469,0.000000,0.000000,0.000000,0.006637,0.000000,0.002049,0.019375,0.000000,0.000584,0.000000,0.000000,0.012214,0.026626,0.000000,0.000000,0.000000,0.025838,0.000000,0.000000,0.000000,0.000000,0.000000,0.005104,0.000000,0.000000,0.032073,0.000000,0.000000,0.000000,0.008962,0.008066,0.000000,0.000000,0.006170,0.000000,0.000980,0.004904,0.017175,0.007982,0.006686,0.035016,0.007762
277.503852,0.000001,0.000000,0.000000,0.000000,0.005379,0.000000,0.013865,0.000000,0.010139,0.003412,0.000000,0.000000,0.026707,0.000000,0.000000,0.000000,0.014163,0.000000,0.035043,0.021320,0.022508,0.020259,0.008251,0.004736,0.003749,0.004283,0.000000,0.018464,0.023076,0.000000,0.055457,0.034115,0.001105,0.011665,0.014550,0.002574,0.000000,0.005402,0.000000,0.000000,0.003469,0.000000,0.000212,0.000000,0.000000,0.026943,0.027681,0.030412,0.040032,0.000529,0.028496,0.002887,0.033481,0.000000,0.018913,0.043366,0.009964,0.000000,0.000000,0.000000
282.434515,0.004060,0.000000,0.000000,0.000000,0.000000,0.029949,0.014607,0.012742,0.000000,0.000000,0.000000,0.012651,0.000000,0.000000,0.011561,0.024115,0.000000,0.003080,0.004745,0.000000,0.000000,0.016560,0.004654,0.025613,0.006450,0.000000,0.000000,0.000000,0.000000,0.022895,0.018037,0.003518,0.027723,0.004148,0.000000,0.000000,0.026917,0.000000,0.000000,0.000000,0.022700,0.000000,0.017654,0.000000,0.020743,0.006396,0.000304,0.000000,0.000000,0.000000,0.021858,0.002283,0.011492,0.000000,0.000000,0.029686,0.016599,0.000000,0.002945,0.008761
287.365177,0.003280,0.000000,0.000000,0.000000,0.030223,0.000000,0.000000,0.007520,0.001859,0.003585,0.000000,0.000000,0.000000,0.005815,0.018286,0.000000,0.008856,0.015053,0.000000,0.025981,0.000629,0.000000,0.000000,0.000000,0.000000,0.010387,0.000000,0.010990,0.011105,0.001009,0.000000,0.005247,0.000000,0.000000,0.000000,0.008908,0.000000,0.000000,0.000000,0.000000,0.013144,0.021122,0.000000,0.002257,0.023141,0.020011,0.000000,0.014584,0.000000,0.015233,0.000000,0.000000,0.000000,0.026097,0.007616,0.010835,0.012240,0.000000,0.006169,0.007942
292.295840,0.000000,0.048122,0.000000,0.006589,0.014459,0.000000,0.000000,0.000000,0.005423,0.015692,0.010482,0.008457,0.000000,0.010051,0.000000,0.009758,0.011359,0.000000,0.016407,0.000000,0.000000,0.006989,0.000000,0.007179,0.023825,0.005409,0.000000,0.000000,0.000000,0.000000,0.020245,0.011023,0.000000,0.000307,0.000000,0.006123,0.000000,0.000000,0.010235,0.000000,0.000000,0.017983,0.000000,0.000000,0.012759,0.000000,0.000000,0.045300,0.000000,0.019586,0.000000,0.000000,0.018507,0.000000,0.000000,0.000410,0.006094,0.007702,0.027463,0.000000
297.226502,0.003626,0.019814,0.000000,0.000000,0.011777,0.000000,0.000000,0.000678,0.038293,0.010164,0.006195,0.025758,0.000000,0.000000,0.003459,0.000000,0.000000,0.052910,0.036330,0.000000,0.000000,0.000000,0.029780,0.000000,0.000000,0.000000,0.019319,0.019769,0.000000,0.000000,0.002650,0.019470,0.000000,0.022590,0.000000,0.000000,0.025428,0.016437,0.019362,0.000000,0.006616,0.000000,0.000000,0.000684,0.012253,0.007729,0.002973,0.000000,0.025381,0.012654,0.010620,0.000000,0.014273,0.020715,0.000000,0.022089,0.010265,0.014342,0.009549,0.000000
302.157165,0.026778,0.000678,0.000000,0.000000,0.009514,0.000000,0.017815,0.000000,0.000000,0.007334,0.013133,0.011385,0.025131,0.000000,0.000000,0.013193,0.036528,0.004319,0.000000,0.002868,0.000000,0.000000,0.019614,0.000000,0.000994,0.025938,0.012872,0.000000,0.006299,0.000000,0.008817,0.013328,0.000000,0.000000,0.006742,0.024456,0.013849,0.004876,0.000000,0.000000,0.000000,0.000000,0.031267,0.002429,0.013260,0.000000,0.000000,0.000000,0.000000,0.000000,0.026306,0.000000,0.000000,0.000000,0.000000,0.009863,0.006015,0.000000,0.042950,0.000000
307.087827,0.000000,0.015573,0.000000,0.014667,0.021680,0.000000,0.000000,0.012824,0.010098,0.014244,0.000000,0.000000,0.000000,0.033936,0.000000,0.000000,0.000000,0.007793,0.020103,0.014725,0.002238,0.000000,0.002822,0.030863,0.047598,0.043717,0.026717,0.000000,0.020071,0.000000,0.019857,0.000998,0.000000,0.012587,0.021472,0.013828,0.000000,0.038403,0.000000,0.000000,0.021956,0.004564,0.000000,0.000000,0.000000,0.000000,0.000000,0.034918,0.001614,0.005513,0.007388,0.019127,0.013211,0.000000,0.000000,0.009384,0.002913,0.000000,0.016854,0.012473
